,player,cricinfo_id
0,Y Bhatia,
1,H Mathews,
2,Natalie Sciver,
3,H Kaur,372317.0
4,Amelia Kerr,803971.0
5,P Vastrakar,883413.0
6,Issy Wong,1146066.0
7,S Meghana,556529.0
8,B Mooney,
9,H Deol,960845.0
10,Ashleigh Gardner,858809.0
11,A Sutherland,1071705.0
12,D Hemalatha,961107.0
13,GL Wareham,
14,S Rana,33757.0
15,S Rana,556537.0
16,S Rana,794725.0
17,Tanuja Kanwar,960847.0
18,M Joshi,960815.0
19,M Patel,1159867.0
20,M Patel,307959.0
21,Meg Lanning,329336.0
22,S  Verma,
23,M Kapp,351836.0
24,J Rodrigues,
25,S Mandhana,597806.0
26,Sophie Devine,231740.0
27,Ellyse Perry,275487.0
28,Disha Kasat,961183.0
29,Richa Ghosh,1212830.0
30,Heather Knight,358259.0
31,Kanika Ahuja,1255560.0
32,Asha Sobhana,
33,Megan Schutt,420314.0
34,Preeti Bose,709843.0
35,SIR Dunkley,885815.0
36,Sushma Verma Devi,597821.0
37,Alyssa Healy,275486.0
38,SS Sehrawat,
39,K Navgire,
40,Tahlia McGrath,381311.0
41,D Sharma,
42,Grace Harris,381268.0
43,Simran Shaikh,1255541.0
44,DP Vaidya,709837.0
45,Sophie Ecclestone,878039.0
46,Shreyanka Patil,1289948.0
47,Renuka Singh,960853.0
48,Alice Capsey,1187120.0
49,Jess Jonassen,374936.0
50,KJ Garth,418423.0
51,Poonam Khemnar,1289979.0
52,Minnu Mani,960949.0
53,R Yadav,
54,T Bhatia,883423.0
55,SS Pandey,
56,Tara Norris,872217.0
57,Erin Burns,275447.0
58,Komal Zanzad,961195.0
59,Sahana Pawar,960931.0
60,L Wolvaardt,922481.0
61,Humaira Kazi,961005.0
62,Dhara Gujjar,1255408.0
63,AB Kaur,1255411.0
64,Jintimani Kalita,1255387.0
65,KA Sarvani,
66,R Gayakwad,
67,Arundhati,
68,Poonam Yadav,630972.0
69,S Ishaque,597815.0
70,Ashwani Kumari,1345792.0
71,P Chopra,500135.0
72,Jakob Bhula,1129632.0
73,I Mohammad,11111111118.0
74,Zen Malik,910361.0
75,Amrit Basra,1259994.0
76,Daaryoush Ahmed,1311039.0
77,Vikai Kelley,1231047.0
78,Monaam Abbas,1191366.0
79,Mohammed Rizvi,1178783.0
80,H Khan,11111111122.0
81,Adam Patel,11111111120.0
82,Vishnu Vinod,732293.0
83,Ryan Rickelton,605661.0
84,Naman Dhir,1287032.0
85,D Lakra,11111111113.0
86,Delano Potgieter,596442.0
87,Hrithik Shokeen,1175423.0
88,Arshad Khan,39005.0
89,Arshad Khan,1244751.0
90,Manav Suthar,1175426.0
91,Luvnith Sisodia,1155253.0
92,Akash Pandey,1246443.0
93,Yudhvir Singh,1206052.0
94,Nehal Wadhera,1151273.0
95,Ramandeep Singh,1079470.0
96,Beyers Swanepoel,698319.0
97,Shams Mulani,1131607.0
98,Pukhraj Mann,1299843.0
99,R Minz,11111111111.0
100,M Rizwi,11111111123.0
101,Piyush Chawla,32966.0
102,Vaisakh Chandran,1287068.0
103,Ollie Hairs,414973.0
104,Liam Naylor,1195683.0
105,Michael English,470900.0
106,Christopher McBride,1027779.0
107,Brandon McMullen,949473.0
108,Jack Jarvis,1278263.0
109,T Ahmad,11111111119.0
110,Jasper Davidson,1195676.0
111,Angus Guy,1195673.0
112,James Dickinson,1112224.0
113,Oliver Davidson,1278259.0
114,Rohit Rayudu,1083493.0
115,Sushant Mishra,1175457.0
116,R Kumar,11111111115.0
117,R Kumar,1198945.0
118,Ayush Shukla,1167779.0
119,S Crawley,11111111112.0
120,Scott Steel,1029993.0
121,Finlay McCreath,964085.0
122,Michael Leask,414966.0
123,Alasdair Evans,399259.0
124,William Smale,1158596.0
125,Ben Kellaway,1200126.0
126,Callum Taylor,1096822.0
127,Callum Taylor,654797.0
128,Morgan Bevans,1188372.0
129,Asa Tribe,1195664.0
130,Henry Hurle,1276118.0
131,H Bist,11111111116.0
132,Waqar Salamkheil,1108490.0
133,Thomas Bevan,1104894.0
134,Alex Horton,1147983.0
135,Callum Rhys Nicholls,1260391.0
136,Kumar Kartikeya,1159843.0
137,S Painkra,11111111117.0
138,J Clarke,
139,OJD Pope,
140,T Banton,877051.0
141,SR Hain,555850.0
142,BM Duckett,521637.0
143,JJ Cobb,308408.0
144,RF Higgins,572199.0
145,A Zampa,379504.0
146,NL Ahmad,
147,AL Davies,516039.0
148,JM Vince,296597.0
149,MP Stoinis,325012.0
150,Z Crawley,665053.0
151,AM Rossington,457280.0
152,GJ Maxwell,325026.0
153,D Lawrence,
154,EJG Morgan,24598.0
155,KA Pollard,230559.0
156,Jordan Thompson,766809.0
157,LA Dawson,211855.0
158,JJ Roy,298438.0
159,SM Curran,662973.0
160,WG Jacks,897549.0
161,SW Billings,297628.0
162,J Cox,4647.0
163,HWR Cartwright,557295.0
164,TK Curran,550235.0
165,SP Narine,230558.0
166,Danny Briggs,310107.0
167,JC Buttler,308967.0
168,PD Salt,669365.0
169,WL Madsen,46543.0
170,AD Russell,276298.0
171,PI Walter,909225.0
172,LJ Evans,256956.0
173,Adam Lyth,251721.0
174,F du Plessis,44828.0
175,MKS Pepper,
176,HC Brook,911707.0
177,DJ Willey,308251.0
178,D Wiese,221140.0
179,W Smeed,
180,MA Hammond,
181,MM Ali,8917.0
182,LS Livingstone,403902.0
183,DR Mousley,1172968.0
184,CG Benjamin,1149157.0
185,Benny Howell,211748.0
186,G Van Burren,
187,AD Hales,249866.0
188,DJ Malan,236489.0
189,C Munro,232359.0
190,JE Root,303669.0
191,Tom Kohler Cadmore,
192,L Gregory,362201.0
193,RR Rossouw,318845.0
194,DA Miller,321777.0
195,Ravi Bopara,10582.0
196,T Stubbs,595978.0
197,SA Abbott,398666.0
198,TW Hartley,1150772.0
199,FJ Klaassen,1104703.0
200,Matthew Parkinson,
201,DJ Bravo,51439.0
202,JA Simpson,54568.0
203,JA Simpson,21440.0
204,A John Hose,
205,RE van der Merwe,47850.0
206,BA Raine,459761.0
207,MS Wade,230193.0
208,Q de Kock,379143.0
209,TH David,892749.0
210,Ross Whiteley,288617.0
211,JK Fuller,451782.0
212,G Garton,
213,CJ Jordan,288992.0
214,JB Lintott,463668.0
215,T Mills,
216,JA Haynes,1110475.0
217,DJB Drummond,
218,R Ahmed,
219,I Cockbain,
220,TG Helm,512907.0
221,HJH Brookes,1026379.0
222,D Pretorius,327830.0
223,D Pretorius,46784.0
224,Samit Patel,18632.0
225,DR Sams,826901.0
226,MJ Critchley,
227,D Payne,
228,JT Ball,414990.0
229,DT Moriarty,
230,MG Hogan,275658.0
231,KW Richardson,272262.0
232,Imran Tahir,40618.0
233,B McDermott,
234,N Ellis,
235,CP Wood,310525.0
236,MS Crane,660889.0
237,TJ Moores,788101.0
238,CN Ackermann,379774.0
239,J Bethell,
240,JL du Plooy,595739.0
241,GLS Scrimshaw,857979.0
242,PR Stirling,303427.0
243,ME Milnes,639140.0
244,M Hasnain,
245,IS Sodhi,559066.0
246,Josh Inglis,662235.0
247,A Turner,7989.0
248,T Lammonby,
249,Brett D Oliveria,
250,B Dwarshuis,
251,SG Budinger,1030753.0
252,T Sangha,1170471.0
253,WD Parnell,265564.0
254,AU Rashid,244497.0
255,CN Miles,407875.0
256,S Baker,1191192.0
257,P Hatzoglou,1191384.0
258,NA Sowter,747315.0
259,RJ Gleeson,473191.0
260,JB Little,928067.0
261,M Carter,631545.0
262,L Wood,573170.0
263,Imad Wasim,227758.0
264,FH Allen,959759.0
265,DP Conway,379140.0
266,C Overton,464626.0
267,Luke Wells,350126.0
268,GD Phillips,823509.0
269,S Eskinazi,
270,Max Holden,641387.0
271,DJ Mitchell,381743.0
272,DJ Worrall,557298.0
273,H Klaasen,436757.0
274,Gus Atkinson,1039481.0
275,Jamie Smith,1096092.0
276,Shadab Khan,922943.0
277,Tom Abell,462727.0
278,Ben Green,755459.0
279,J Overton,510530.0
280,M Short,546083.0
281,Joe Weatherley,748793.0
282,Shaheen Shah Afridi,1072470.0
283,U Mir,
284,AF Milne,450860.0
285,Saif Zaib,663613.0
286,BA Carse,596417.0
287,CF Parkinson,789729.0
288,JM Bairstow,297433.0
289,H Rauf,
290,RJW Topley,461632.0
291,CR Woakes,247235.0
292,Zak Chappell,865833.0
293,SH Johnson,1123718.0
294,MJ Potts,1027781.0
295,Tawanda Muyeye,1260386.0
296,JDS Neesham,355269.0
297,CG Harrison,859899.0
298,TG Southee,232364.0
299,Mehedi Maruf,228210.0
300,D Rasooli,
301,Al-Amin,549947.0
302,Shuvagata Hom,402992.0
303,Afif Dhrubo Hossain,
304,Usman Khan,467829.0
305,Usman Khan,1123428.0
306,Unmukt Chand,446499.0
307,Mrittunjoy Chowdhury,1012137.0
308,Nihaduzzaman,629065.0
309,PM Pushpakumara,50205.0
310,Mehedi Hasan Rana,878465.0
311,NH Shanto,
312,Zakir Hasan,697059.0
313,MM Rahim,
314,MS Naim,
315,R Talukdar,
316,Shoaib Malik,42657.0
317,SB Raza,
318,NQ Hasan,
319,M Hasan,
320,M Shykat Ali,
321,LK Das,
322,I Kayes,
323,MS Hossain,
324,M Nabi,
325,JA Anik,
326,K Shah,
327,M Rahman,
328,Ashiqur M Zaman,
329,TK Iqbal,
330,Sharjeel Khan,227762.0
331,M  Shahriar,
332,Azam Khan,39020.0
333,Azam Khan,1137262.0
334,Y Ali Chowdhury,
335,M Saifuddin,
336,SM Rahman,
337,N Islam,
338,Wahab Riaz,43590.0
339,PA van Meekeren,348109.0
340,D Munaweera,
341,Ahmed Shehzad,259410.0
342,S Sarkar,543485.0
343,Mohammad Mithun,269237.0
344,Nasir Hossain,300618.0
345,U Ghani,
346,Ariful Haque,270135.0
347,PC de Silva,345825.0
348,A Haque,29403.0
349,I Ahmed,
350,S Al Hasan,
351,M Mahmudullah,
352,H Ali,
353,K Janat,
354,M Hasan Miraz,
355,MT Hridoy,
356,Thisara Perera,233514.0
357,AR Hider,
358,M Haris,
359,Mohammad Akbar Ali,990147.0
360,H Rahman,
361,U Khan,
362,MP O'Dowd,
363,A Omarzai,
364,Robiul Haque,1123787.0
365,I Zadran,
366,Mashrafe Mortaza,56007.0
367,T Ahmed,
368,Arafat Sunny,56268.0
369,A Hossain,
370,Kamrul Islam Rabbi,375724.0
371,Ziaur Rahman,1015399.0
372,Ziaur Rahman,56167.0
373,A Butt,
374,N Ahmed,
375,Saim Ayub,1161031.0
376,S Hossain,
377,M Rizwan,
378,Chadwick Walton,315586.0
379,Nayeem Hasan,932635.0
380,Mizanur Rahman,329845.0
381,M Imran Randhawa,
382,Amir Hamza,402245.0
383,M Al Amin,
384,Robin Das,1149211.0
385,I Sukkur,
386,M Chowdhury,
387,MR Hasan,
388,J Charles,333066.0
389,PMH Emon,
390,M Nawaz,
391,Rakibul Hasan,671889.0
392,Rakibul Hasan,1012131.0
393,H Mahmud,
394,Munim Shahriar,549950.0
395,Mammudul Hasan Joy,
396,M Sharifullah,
397,Khawaja Nafay,1329699.0
398,Farhad Reza,55894.0
399,M Nihaduzzaman,
400,Saif Hassan,821749.0
401,Tawfique Khan,933173.0
402,V Viyaskanth,1153149.0
403,T Islam,
404,Mukhtar Ali,
405,M Wasim,
406,Alex Blake,243944.0
407,S Irshad,
408,SD Hope,581379.0
409,Nahid Rana,1210511.0
410,Tanzim H Sakib,
411,Mohammad Amir,290948.0
412,Rejaur Rahman Raja,1163488.0
413,Mehedi Hasan Maruf,
414,C Campher,595921.0
415,Salman Hossain Emon,
416,A Balbirnie,303423.0
417,RP Burl,495964.0
418,M Deyal,848623.0
419,Abdullah A Mamun,
420,Fazle Mahmud,55893.0
421,H Murad,
422,M Shoriful Islam,
423,Zahiduzzaman,937535.0
424,JubairHossain,
425,K Ahmed,
426,EC Hossain,
427,Gulbadin Naib,352048.0
428,R Gurbaz,
429,Ripon M Mondol,
430,NM Ul-Haq,
431,Andre Fletcher,51862.0
432,PBB Rajapaksa,342619.0
433,N Pooran,604302.0
434,MD Shanaka,437316.0
435,Shafiqullah Ghafari,1176738.0
436,GF Linde,481875.0
437,I Udana,328026.0
438,Rubel Hossain,300619.0
439,WIA Fernando,784369.0
440,DM de Silva,465793.0
441,NLTC Perera,233514.0
442,Dunith Wellalage,1152427.0
443,MM Theekshana,
444,B Fernando,629080.0
445,MNK Fernando,1074333.0
446,BKG Mendis,629074.0
447,MH Subasingha,
448,Shammu Ashan,
449,DH Pulina Tharanga,
450,N Pradeep,324358.0
451,Nuwan Thushara,955235.0
452,PN Nissanka Silva,
453,CR Brathwaite,457249.0
454,Niroshan Dickwella,429754.0
455,AD Mathews,49764.0
456,KIC Asalanka,784367.0
457,LD Chandimal,300628.0
458,S Prasanna,268740.0
459,Dominic Drakes,906749.0
460,KMA Paul,677081.0
461,Muditha Lakshan,985497.0
462,Suranga Lakmal,49619.0
463,Shevon Daniel,1194744.0
464,WRT Mendis,
465,Lahiru Madushanka,428366.0
466,N Ahmed Lakanwal,
467,L Kumara,
468,WSR Samarawickrama,
469,Ashan Randika,1082298.0
470,PM Dabare,
471,PHKD Mendis,784373.0
472,KNA Bandara,958691.0
473,FA Allen,670013.0
474,PW Hasaranga,
475,Navod Paranavithana,1152410.0
476,JDF Vandersay,370040.0
477,KT Hasanka Ratnayake,
478,C Karunaratne,623695.0
479,Lahiru Udara,704693.0
480,RS Fernando,1217156.0
481,MADI Hemantha,721041.0
482,PL Madushan,
483,Ashan Priyanjan,233802.0
484,KNF Madushka,
485,K Rajitha,
486,N Zadran,
487,Lasith Croospulle,1027867.0
488,Asad Shafiq,316397.0
489,Anwar Ali,232491.0
490,Dilshan Madushanka,793007.0
491,L Sandakan,
492,M Bhanuka,629075.0
493,Kavin Bandara,
494,MMA Chamindu Wijesinghe,
495,M Forde,
496,Dilum Sudeera,792615.0
497,Kalana Perera,1152432.0
498,Dhananjaya Lakshan,792519.0
499,Oshada Fernando,366725.0
500,Nimesh Vimukthi,1070154.0
501,Nipun Malinga,1057696.0
502,Chamidu Wickramasinghe,
503,Sachitha Jayatilake,727399.0
504,Sahan Arachchige,693975.0
505,Priyamal Perera,653033.0
506,BM Azam,
507,Yashodha Lanka,429947.0
508,N Shah,303809.0
509,M Pathirana,1194795.0
510,TL Seifert,625964.0
511,L Samarakoon,
512,MDKJ Perera,300631.0
513,A Ross,
514,H Kerr,1163855.0
515,S Ahmed,
516,A Jamal,
517,Hardus Viljoen,375126.0
518,A Ali,
519,M Ur Rahman,
520,F Zaman,
521,Akila Dananjaya,574178.0
522,T Shamsi,379145.0
523,R Ngarava,806241.0
524,N Burger,971349.0
525,JKV Liyanage,
526,CJ Bowes,379890.0
527,Sohan de Livera,1214967.0
528,C Lynn,
529,AK Perera,300629.0
530,DAS Gunaratne,360456.0
531,Nipun Dhananjaya,1126082.0
532,Lakshan Edirisinghe,596303.0
533,Nuwan Pradeep,324358.0
534,Sonal Dinusha,1153148.0
535,Luis Reece,347661.0
536,Anuj Dal,644045.0
537,Aneurin Thomas Donald,
538,Matthew McKiernan,
539,G Bell,
540,SJ Croft,11745.0
541,C de Grandhomme,55395.0
542,RP Jones,632173.0
543,Robert Yates,38935.0
544,S Masood,
545,WAR Fraine,870785.0
546,Matthew Revis,1150021.0
547,Benjamin Mike,
548,Dominic Bess,
549,Jafer Chohan,1152986.0
550,Dominic Leech,1146769.0
551,MG Bracewell,326968.0
552,Adam Hose,525992.0
553,Kashif Ali,1095900.0
554,Ben Cox,417514.0
555,Ed Pollock,760015.0
556,Adam Finch,1026317.0
557,MT Stanley,1145534.0
558,Ricardo Vasconcelos,696241.0
559,Lewis McManus,521170.0
560,Rob Keogh,408413.0
561,Tom Taylor,519544.0
562,J Sales,
563,AJ Tye,459508.0
564,T Prest,
565,Toby Albert,1260388.0
566,SW Currie,1104697.0
567,Nick Welch,696145.0
568,Arron Lilley,520551.0
569,PWA Mulder,698189.0
570,Rishi Patel,857653.0
571,Harry Swindells,882319.0
572,Will Davis,641801.0
573,Jordan Clark,301648.0
574,Joe Cracknell,1107568.0
575,PJ Malan,277390.0
576,Luke Hollman,1096123.0
577,Martin Andersson,641385.0
578,Nathan Fernandes,1260075.0
579,Blake Cullen,1111984.0
580,JA Tattersall,517247.0
581,Graeme White,23513.0
582,Graham Clark,470501.0
583,A Lees,
584,Grant Roelofsen,699723.0
585,Chris Dent,302269.0
586,O Price,
587,Jack Taylor,297602.0
588,Ben Charlesworth,998369.0
589,Graeme van Buuren,381002.0
590,Zafar Gohar Khan,348154.0
591,Matt Taylor,511247.0
592,Matt Taylor,547739.0
593,Eddie Byrom,596371.0
594,Sam Northeast,246005.0
595,Kiran Carlson,737833.0
596,Colin Ingram,45705.0
597,Chris Cooke,386774.0
598,Dan Douthwaite,885181.0
599,T van der Gugten,333782.0
600,Prem Sisodiya,1094992.0
601,RAJ Smith,458897.0
602,Matthew Montgomery,596062.0
603,Steven Mullaney,17986.0
604,Lyndon James,1046871.0
605,JL Denly,12454.0
606,Jack Leaning,517249.0
607,Joey Evison,1115852.0
608,Grant Stewart,1098186.0
609,Tom Clark,1107572.0
610,Tom Alsop,602155.0
611,Alistair Orr,
612,Michael Burgess,517549.0
613,Nathan McAndrew,785323.0
614,J Coles,
615,Fynn HudsonPrentice,
616,MA Jones,1093091.0
617,Ollie Robinson,893955.0
618,Ollie Robinson,527776.0
619,CT Steel,633301.0
620,Billy Root,425692.0
621,Jamie McIlroy,741831.0
622,JJ Bohannon,747067.0
623,S Mahmood,643885.0
624,M de Lange,393279.0
625,Tom Smith,243945.0
626,Tom Smith,21447.0
627,Tom Smith,1282218.0
628,B Guest,
629,B de Leede,877473.0
630,L Doneathy,1150572.0
631,L Trevaskis,914623.0
632,James Bracey,747031.0
633,DJ Lamb,637151.0
634,Feroze Khushi,866505.0
635,Tom Westley,214265.0
636,S Harmer,
637,W Luxton,1263698.0
638,Jack Davies,1095879.0
639,EG Barnard,578769.0
640,TA Wood,566805.0
641,Tom Bailey,473193.0
642,OJ Carter,1145103.0
643,HT Crocombe,1143809.0
644,TS Roland-Jones,370535.0
645,MJ Santner,502714.0
646,Conor McKerr,807545.0
647,LJ Hill,459754.0
648,LP James Kimber,
649,EN Gay,1148593.0
650,AS Singh Nijjar,
651,SJ Cook,44465.0
652,SJ Cook,10799.0
653,SJ Cook,772061.0
654,TJ Haines,737871.0
655,Danial Ibrahim,1260070.0
656,A Karvelas,1115860.0
657,MRJ Watt,659081.0
658,Joshua De Caires,1115195.0
659,SR Dickson,688141.0
660,MJ Henry,506612.0
661,Peter Siddle,7898.0
662,S Snater,696143.0
663,Benjamin Allison,
664,JM Blatherwick,1009835.0
665,JH Wharton,1147613.0
666,MG Anthony Finan,
667,JO Hull,
668,D Pennington,
669,William Buttleman,1095899.0
670,BD Glover,595419.0
671,FJ Heldreich,1148589.0
672,B Wells,
673,JS Rymell,1120259.0
674,Zain Ul-Hassan,
675,Harrison Ward,901657.0
676,John Turner,1261866.0
677,WEL Buttleman,1095899.0
678,Dane Vilas,262456.0
679,J Broad,948595.0
680,BW Sanderson,297482.0
681,Tom Lawes,1264775.0
682,JH Davey,407265.0
683,P Coughlin,517542.0
684,Harry RC Came,
685,T Price,
686,AG Salter,458895.0
687,Zaman Akhter,1141032.0
688,PSP Handscomb,334337.0
689,TA R Scriven,
690,ME Thomas Salisbury,
691,WT Smale,1158596.0
692,CD Fletcher,547764.0
693,Andrew Gorvin,
694,Haseeb Hameed,632172.0
695,AT Thomson,645319.0
696,J Shaw,21285.0
697,J Shaw,567645.0
698,Kasey Aldridge,1173045.0
699,JC Tongue,857975.0
700,PR Brown,891517.0
701,OP Stone,457279.0
702,BJ Currie,1000791.0
703,Z Khan,30102.0
704,ER Bamber,888191.0
705,TR Bevan,1104894.0
706,RI Walker,1046777.0
707,OH Dalby,
708,JJ Bushnell,1185530.0
709,GS Drissell,1012835.0
710,HZ Finch,512627.0
711,A Beard,
712,A Yamin,
713,Sohaib Maqsood,43266.0
714,Y Khan,
715,Hussain Talat,628240.0
716,SE Rutherford,914541.0
717,Abdullah Shafique,922941.0
718,K Ghulam,
719,Mohammad Hafeez,41434.0
720,B Dunk,
721,RA Khan,
722,M Taha,
723,M Ilyas,
724,B Cutting,
725,Sahibzada Farhan,647785.0
726,U Asif,
727,A Qureshi,
728,James Faulkner,270484.0
729,Sohail Tanvir,43265.0
730,Faheem Ashraf,681117.0
731,M Khan,
732,H Zazai,
733,Kamran Akmal,41028.0
734,U Qadir,
735,Arish Ali Khan,
736,Abdul Bangalzai,1199393.0
737,Shahid Afridi,1380679.0
738,Shahid Afridi,42639.0
739,M Umar,
740,U Khan Shinwari,
741,A Afridi,
742,B Muzarabani,827051.0
743,S Dahani,
744,M Akhlaq,
745,Umar Akmal,317273.0
746,MH Khan,
747,Qasim Akram,1185475.0
748,Khurram Shahzad,1093668.0
749,Khurram Shahzad,681351.0
750,Khurram Shahzad,1159495.0
751,Rohail Nazir,1092313.0
752,D Aziz,
753,M Musa Khan,
754,Ghulam Mudassar,938937.0
755,Mohammad Irfan,716779.0
756,Mohammad Irfan,9999996.0
757,Mohammad Irfan,429981.0
758,Mohammad Irfan,805925.0
759,Mohammad Irfan,788987.0
760,Mir Hamza,556684.0
761,S Akhtar,
762,W Maqsood,
763,N Nawaz,
764,M Hurraira,
765,Muhammad Musa,1072472.0
766,Z Mahmood,
767,A Azmat,
768,Khalid Usman,316318.0
769,Zeeshan Ashraf,520183.0
770,Asif Afridi,385065.0
771,Rumman Raees,448243.0
772,MT Baig,
773,MJ Guptill,226492.0
774,Irfan Khan,1199426.0
775,Hassan Nawaz,1329695.0
776,HE van der Dussen,337790.0
777,R Powell,820351.0
778,S Muqeem,
779,OF Smith,820691.0
780,A Ahmed,
781,QK Ahmad,
782,A Iqbal,520126.0
783,Aimal Khan,1339131.0
784,T Tayyab,
785,AJ Hosein,530812.0
786,Ihsanullah,703323.0
787,Ihsanullah,1283740.0
788,Saad Masood,1339104.0
789,Zeeshan Zameer,1249881.0
790,Haseebullah Khan,1171127.0
791,Akif Javed,1203669.0
792,Omair Yousuf,1126059.0
793,Shawaiz Irfan,1339088.0
794,F Farooqi,
795,S Dadswell,595406.0
796,D HUSSAIN,
797,Ahsan Bhatti,926037.0
798,Lahiru Milantha,699483.0
799,M Kumar,
800,C Savage,
801,Nitish Kumar,348129.0
802,J Malhotra,
803,Corne Dry,
804,LH Ferguson,493773.0
805,Muhammad Ali Khan,
806,AJ Finch,5334.0
807,CJ Anderson,36189.0
808,CJ Anderson,277662.0
809,Tajinder Dhillon,
810,D Brevis,1070665.0
811,S Taylor,523077.0
812,MD Patel,1159641.0
813,H Azam,
814,Andries Gous,485379.0
815,Mukhtar Ahmed,556916.0
816,MC Henriques,5961.0
817,M Jansen,696401.0
818,Obus Pienaar,328160.0
819,Dane Piedt,379926.0
820,Nauman Anwar,788879.0
821,GSNFG Jayasuriya,422965.0
822,SO Hetmyer,670025.0
823,SS Ranjane,554701.0
824,C Bishnoi,628217.0
825,LE Plunkett,19264.0
826,C le Roux,440894.0
827,G Coetzee,596010.0
828,S Jahangir,
829,K Rabada,550215.0
830,N Kenjige,
831,TA Boult,277912.0
832,C Chetty,322815.0
833,Mohammad Mohsin,935881.0
834,Z Haq,
835,Rusty Theron,223642.0
836,G Singh,230551.0
837,G Singh,870013.0
838,S Badar,
839,Shadley van Schalkwyk,334621.0
840,Harmeet Singh,422847.0
841,Harmeet Singh,391128.0
842,Justin Dill,594293.0
843,AA Nortje,
844,S Netravalkar,
845,SL Van Staden,
846,R Uthappa,
847,Yusuf Pathan,32498.0
848,BA King,670035.0
849,Zawar Farid,1196500.0
850,Connor Esterhuizen,1070997.0
851,Fahad Nawaz,1126002.0
852,Ravi Rampaul,52912.0
853,M Waseem,
854,E Lewis,431901.0
855,MJ Siddique,
856,Matiullah Khan,1241201.0
857,MG Erasmus,519070.0
858,R Mustafa,
859,Hazrat Luqman,1241269.0
860,Alishan Sharafu,1161038.0
861,Kennar Lewis,537319.0
862,Chirag Suri,534734.0
863,Raja Akifullah,
864,RA Reifer,450101.0
865,AA Khan,
866,SM Sharma,1199670.0
867,V Aravind,1178586.0
868,AA Naseer,
869,SS Cottrell,495551.0
870,Shiraz Ahmed,1206625.0
871,HG Munsey,671805.0
872,B Hameed,
873,LJ Tucker,928057.0
874,Sabir Ali,1328438.0
875,M Jawadullah,
876,S Ismail,276997.0
877,S Yashasri,
878,Vasu Vats,1292515.0
879,H Saleem,11111111114.0
880,Yadvinder Chahal,1325519.0
881,Z Latif,11111111121.0
882,Akash Madhwal,1206039.0
883,Beuran Hendricks,379927.0
884,B Punnaiah,1300712.0
885,Adrian Neill,1148466.0
886,James Harris,212739.0
887,James Harris,52078.0
888,Ben Morris,1258581.0
889,Ruaidhri Smith,458897.0
890,Andy Gorvin,737377.0
891,William Moore,1330156.0
892,LJ  Fletcher,
893,BTJ Wheal,807535.0
894,M  Fisher,
895,AC Jayed,
896,Sunzamul Islam,380974.0
897,Tanvir Islam,932665.0
898,Qazi Onik,864553.0
899,M Pushpakumara,49868.0
900,Nazmul Islam,446810.0
901,Mukidul Islam,990165.0
902,Shafiqul Islam,932763.0
903,M Sheikh,
904,A Jones,
905,Nabil Samad,56058.0
906,AA Daniel,
907,KWS Lakshan Fernando,
908,AM Fernando,786925.0
909,OR Thomas,
910,PAKP Jayawickrama,
911,MVT Fernando,465783.0
912,PVD Chameera,552152.0
913,Archie Lenham,1260072.0
914,Jack Brooks,10622.0
915,Harry Podmore,514398.0
916,Wes Agar,959833.0
917,Thilan Walallawita,905931.0
918,LS Robinson,1377629.0
919,Shoaib Bashir,1334872.0
920,AK Russell,1154721.0
921,Matthew Waite,765879.0
922,Max Harris,1190568.0
923,A Dale,11790.0
924,E Barnes,1022671.0
925,MR Quinn,559065.0
926,M Imran Khan,
927,M Imran,
928,S Gul,
929,Sohail Khan,317252.0
930,Athar Mahmood,1122913.0
931,Fawad Ahmed,240609.0
932,Ali Majid Shah,1278279.0
933,Izharulhaq Naveed,1076473.0
934,E Adil,
935,SS Ladda,
936,Cameron Gannon,326635.0
937,Jasdeep Singh,772471.0
938,KP Meiyappan,1058987.0
939,,
940,"T Islam,Afif Dhrubo Hossain",
941,"P Hatzoglou,Jamie McIlroy",
942,"MG Anthony Finan,E Barnes",
